lo2_hz,lo2_ghz,severity_rank,if1_hz,if1_mhz,worst_tone_freq_hz,worst_tone_freq_ghz,worst_tone_level_dbc,margin_to_spec_db,coincident,coincident_with_carrier_bin,has_unknown_contributors,unknown_contributors_count,unknown_combining_mode,spur_type,spur_type_raw,top_origin,top_stage_path,top_dataset_id,top_kind,top_expression,top_m,top_n,top_sign,top_dbc,top_lineage_row_indices
22000000000.0,22.0,1,2360000000.0,2360.0,28380000000.0,28.38,-55.551105006445894,-4.448894993554106,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-55.5511050064459,757
22000000000.0,22.0,32,1980000000.0,1980.0,29140000000.0,29.14,-58.639444486012536,-1.3605555139874639,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-58.639444486012536,"547,555"
22000000000.0,22.0,33,2120000000.0,2120.0,28860000000.0,28.86,-58.73442065661645,-1.2655793433835498,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-58.73442065661645,623
22000000000.0,22.0,34,2060000000.0,2060.0,28980000000.0,28.98,-58.83947845829661,-1.160521541703389,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-58.83947845829661,593
22000000000.0,22.0,35,1910000000.0,1910.0,29280000000.0,29.28,-58.92612232256866,-1.0738776774313408,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-58.92612232256866,516
22000000000.0,22.0,36,1970000000.0,1970.0,29160000000.0,29.16,-59.086891726895686,-0.9131082731043136,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.086891726895686,547
22000000000.0,22.0,37,2090000000.0,2090.0,28920000000.0,28.92,-59.18733570940881,-0.8126642905911865,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.18733570940882,607
22000000000.0,22.0,38,2160000000.0,2160.0,28780000000.0,28.78,-59.19888494925834,-0.8011150507416573,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.19888494925834,"641,650"
22000000000.0,22.0,39,2180000000.0,2180.0,28740000000.0,28.74,-59.246240856720235,-0.7537591432797655,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.24624085672024,659
22000000000.0,22.0,40,2250000000.0,2250.0,28600000000.0,28.6,-59.26242399875092,-0.7375760012490815,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.26242399875092,"694,703"
22000000000.0,22.0,41,1840000000.0,1840.0,29420000000.0,29.42,-59.315204094658974,-0.6847959053410264,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.315204094658974,"481,495"
22000000000.0,22.0,42,1900000000.0,1900.0,29300000000.0,29.3,-59.50757122422403,-0.49242877577597,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.50757122422403,"509,516"
22000000000.0,22.0,43,1770000000.0,1770.0,29560000000.0,29.56,-59.65495678761633,-0.34504321238367197,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.65495678761633,"443,451"
22000000000.0,22.0,44,2020000000.0,2020.0,29060000000.0,29.06,-59.6684162933148,-0.3315837066852012,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.6684162933148,"571,579"
22000000000.0,22.0,45,2170000000.0,2170.0,28760000000.0,28.76,-59.7204089901375,-0.2795910098625001,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.72040899013751,"650,659"
22000000000.0,22.0,46,1830000000.0,1830.0,29440000000.0,29.44,-59.72766595712567,-0.27233404287432705,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.72766595712567,"474,481"
22000000000.0,22.0,47,1920000000.0,1920.0,29260000000.0,29.26,-59.84482502290355,-0.15517497709645056,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.84482502290355,"516,523"
22000000000.0,22.0,48,1960000000.0,1960.0,29180000000.0,29.18,-59.86050761981795,-0.13949238018204824,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.86050761981795,"539,547"
22000000000.0,22.0,49,1780000000.0,1780.0,29540000000.0,29.54,-59.86495299753056,-0.13504700246944168,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.86495299753056,"451,459"
22000000000.0,22.0,50,2260000000.0,2260.0,28580000000.0,28.58,-60.03885901049185,0.03885901049184781,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.03885901049185,"703,711"
22000000000.0,22.0,51,1610000000.0,1610.0,29880000000.0,29.88,-60.05235981634647,0.052359816346466914,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.05235981634647,358
22000000000.0,22.0,52,2330000000.0,2330.0,28440000000.0,28.44,-60.15456738065697,0.15456738065697095,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.15456738065697,743
22000000000.0,22.0,53,1850000000.0,1850.0,29400000000.0,29.4,-60.179670489923396,0.17967048992339585,True,True,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.17968540691214,"481,495"
22000000000.0,22.0,54,2270000000.0,2270.0,28560000000.0,28.56,-60.25531182092179,0.25531182092178994,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.25531182092178,711
22000000000.0,22.0,55,1760000000.0,1760.0,29580000000.0,29.58,-60.272910853731396,0.27291085373139623,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.272910853731396,443
22000000000.0,22.0,56,1620000000.0,1620.0,29860000000.0,29.86,-60.35095678386001,0.3509567838600134,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.35095678386001,"358,366"
22000000000.0,22.0,57,1890000000.0,1890.0,29320000000.0,29.32,-60.53427736782636,0.5342773678263626,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.534277367826355,"502,509"
22000000000.0,22.0,58,2050000000.0,2050.0,29000000000.0,29.0,-60.567978405790384,0.5679784057903845,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.567978405790384,"586,593"
22000000000.0,22.0,59,1950000000.0,1950.0,29200000000.0,29.2,-60.57034309591341,0.5703430959134081,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.57034309591341,"531,539"
22000000000.0,22.0,60,1930000000.0,1930.0,29240000000.0,29.24,-60.59062262078096,0.5906226207809624,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.59062262078096,"523,531"
22000000000.0,22.0,61,2110000000.0,2110.0,28880000000.0,28.88,-60.8333593725525,0.8333593725525006,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.8333593725525,"614,623"
22000000000.0,22.0,62,1720000000.0,1720.0,29660000000.0,29.66,-60.898226539561406,0.8982265395614064,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.898226539561406,"418,427"
22000000000.0,22.0,63,1790000000.0,1790.0,29520000000.0,29.52,-60.90289948347407,0.9028994834740729,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.90289948347407,459
22000000000.0,22.0,64,1500000000.0,1500.0,30100000000.0,30.1,-60.914002772974015,0.9140027729740154,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.914002772974015,"296,304"
22000000000.0,22.0,65,1670000000.0,1670.0,29760000000.0,29.76,-60.94332408318769,0.9433240831876901,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.94332408318768,391
22000000000.0,22.0,66,1510000000.0,1510.0,30080000000.0,30.08,-60.96042921150957,0.9604292115095703,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.96042921150957,"304,312"
22000000000.0,22.0,67,2100000000.0,2100.0,28900000000.0,28.9,-60.98474940763648,0.9847494076364782,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.98474940763648,"607,614"
22000000000.0,22.0,68,1630000000.0,1630.0,29840000000.0,29.84,-60.99566120051604,0.9956612005160395,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.99566120051604,"366,374"
22000000000.0,22.0,69,1860000000.0,1860.0,29380000000.0,29.38,-61.044166719165304,1.044166719165304,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-61.044166719165304,"481,495"
22000000000.0,22.0,70,1730000000.0,1730.0,29640000000.0,29.64,-61.09455341868207,1.094553418682068,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-61.09455341868207,427
22000000000.0,22.0,71,2030000000.0,2030.0,29040000000.0,29.04,-61.15659191123852,1.1565919112385217,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-61.15659191123852,579
22000000000.0,22.0,72,1940000000.0,1940.0,29220000000.0,29.22,-61.1635151162009,1.163515116200898,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-61.163515116200905,531
22000000000.0,22.0,73,1710000000.0,1710.0,29680000000.0,29.68,-61.3040691494178,1.3040691494177992,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-61.3040691494178,"409,418"
