lo2_hz,lo2_ghz,severity_rank,if1_hz,if1_mhz,worst_tone_freq_hz,worst_tone_freq_ghz,worst_tone_level_dbc,margin_to_spec_db,coincident,coincident_with_carrier_bin,has_unknown_contributors,unknown_contributors_count,unknown_combining_mode,spur_type,spur_type_raw,top_origin,top_stage_path,top_dataset_id,top_kind,top_expression,top_m,top_n,top_sign,top_dbc,top_lineage_row_indices
23000000000.0,23.0,1,2360000000.0,2360.0,29380000000.0,29.38,-55.4511050064459,-4.5488949935541,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-55.4511050064459,757
23000000000.0,23.0,12,2400000000.0,2400.0,29300000000.0,29.3,-57.33353562458457,-2.66646437541543,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-57.33353562458457,"770,777"
23000000000.0,23.0,13,2200000000.0,2200.0,29700000000.0,29.7,-57.367049935931,-2.632950064069,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-57.367049935931,"668,677"
23000000000.0,23.0,14,2440000000.0,2440.0,29220000000.0,29.22,-57.46873817493899,-2.5312618250610086,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-57.46873817493899,"791,798"
23000000000.0,23.0,15,2130000000.0,2130.0,29840000000.0,29.84,-57.51020914323928,-2.4897908567607203,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-57.51020914323928,"623,632"
23000000000.0,23.0,16,2450000000.0,2450.0,29200000000.0,29.2,-57.55298657205154,-2.4470134279484625,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-57.552986572051545,798
23000000000.0,23.0,17,2230000000.0,2230.0,29640000000.0,29.64,-57.58219573554227,-2.417804264457729,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-57.58219573554227,"685,694"
23000000000.0,23.0,18,2150000000.0,2150.0,29800000000.0,29.8,-57.893700819644266,-2.106299180355734,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-57.89370081964426,641
23000000000.0,23.0,19,2430000000.0,2430.0,29240000000.0,29.24,-57.926804693131416,-2.073195306868584,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-57.92680469313142,"784,791"
23000000000.0,23.0,20,2240000000.0,2240.0,29620000000.0,29.62,-57.93493911831209,-2.065060881687913,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-57.93493911831209,694
23000000000.0,23.0,21,2410000000.0,2410.0,29280000000.0,29.28,-58.01027997079721,-1.9897200292027932,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-58.01027997079721,"777,784"
23000000000.0,23.0,22,2320000000.0,2320.0,29460000000.0,29.46,-58.11979824409198,-1.8802017559080184,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-58.119798244091974,"735,743"
23000000000.0,23.0,23,2190000000.0,2190.0,29720000000.0,29.72,-58.15959570014299,-1.8404042998570134,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-58.15959570014299,"659,668"
23000000000.0,23.0,24,2000000000.0,2000.0,30100000000.0,30.1,-58.205581694119616,-1.7944183058803844,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-58.205581694119616,563
23000000000.0,23.0,25,2280000000.0,2280.0,29540000000.0,29.54,-58.22600657801382,-1.7739934219861766,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-58.22600657801382,"711,719"
23000000000.0,23.0,26,2070000000.0,2070.0,29960000000.0,29.96,-58.2612062798908,-1.7387937201092,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-58.2612062798908,"593,600"
23000000000.0,23.0,27,2080000000.0,2080.0,29940000000.0,29.94,-58.38715869692821,-1.6128413030717894,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-58.38715869692821,"600,607"
23000000000.0,23.0,28,1990000000.0,1990.0,30120000000.0,30.12,-58.41567447508717,-1.5843255249128276,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-58.41567447508718,"555,563"
23000000000.0,23.0,29,2420000000.0,2420.0,29260000000.0,29.26,-58.472834287282026,-1.5271657127179736,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-58.47283428728202,784
23000000000.0,23.0,30,2340000000.0,2340.0,29420000000.0,29.42,-58.54678917723635,-1.4532108227636513,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-58.54678917723635,"743,750"
23000000000.0,23.0,31,1980000000.0,1980.0,30140000000.0,30.14,-58.72944448601253,-1.2705555139874676,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-58.72944448601253,"547,555"
23000000000.0,23.0,32,2010000000.0,2010.0,30080000000.0,30.08,-58.77474622094183,-1.2252537790581712,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-58.77474622094183,"563,571"
23000000000.0,23.0,33,2120000000.0,2120.0,29860000000.0,29.86,-58.90442065661645,-1.0955793433835481,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-58.90442065661645,623
23000000000.0,23.0,34,1910000000.0,1910.0,30280000000.0,30.28,-58.92612232256866,-1.0738776774313408,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-58.92612232256866,516
23000000000.0,23.0,35,2060000000.0,2060.0,29980000000.0,29.98,-58.94947845829661,-1.0505215417033895,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-58.94947845829661,593
23000000000.0,23.0,36,1970000000.0,1970.0,30160000000.0,30.16,-59.14689172689569,-0.8531082731043114,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.14689172689568,547
23000000000.0,23.0,37,2250000000.0,2250.0,29600000000.0,29.6,-59.26242399875092,-0.7375760012490815,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.26242399875092,"694,703"
23000000000.0,23.0,38,1840000000.0,1840.0,30420000000.0,30.42,-59.315204094658974,-0.6847959053410264,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.315204094658974,"481,495"
23000000000.0,23.0,39,2180000000.0,2180.0,29740000000.0,29.74,-59.32624085672024,-0.67375914327976,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.32624085672024,659
23000000000.0,23.0,40,2090000000.0,2090.0,29920000000.0,29.92,-59.32733570940882,-0.6726642905911788,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.32733570940882,607
23000000000.0,23.0,41,2160000000.0,2160.0,29780000000.0,29.78,-59.35888494925834,-0.6411150507416608,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.35888494925834,"641,650"
23000000000.0,23.0,42,1900000000.0,1900.0,30300000000.0,30.3,-59.50757122422403,-0.49242877577597,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.50757122422403,"509,516"
23000000000.0,23.0,43,1770000000.0,1770.0,30560000000.0,30.56,-59.71495678761633,-0.2850432123836697,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.71495678761633,"443,451"
23000000000.0,23.0,44,1830000000.0,1830.0,30440000000.0,30.44,-59.72766595712567,-0.27233404287432705,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.72766595712567,"474,481"
23000000000.0,23.0,45,2020000000.0,2020.0,30060000000.0,30.06,-59.7984162933148,-0.20158370668519865,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.7984162933148,"571,579"
23000000000.0,23.0,46,2170000000.0,2170.0,29760000000.0,29.76,-59.840408990137504,-0.15959100986249553,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.840408990137504,"650,659"
23000000000.0,23.0,47,1920000000.0,1920.0,30260000000.0,30.26,-59.84482502290355,-0.15517497709645056,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.84482502290355,"516,523"
23000000000.0,23.0,48,1960000000.0,1960.0,30180000000.0,30.18,-59.89050761981795,-0.1094923801820471,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.89050761981795,"539,547"
23000000000.0,23.0,49,1780000000.0,1780.0,30540000000.0,30.54,-59.90495299753056,-0.09504700246944253,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-59.90495299753056,"451,459"
23000000000.0,23.0,50,2260000000.0,2260.0,29580000000.0,29.58,-60.02885901049184,0.028859010491842696,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.02885901049185,"703,711"
23000000000.0,23.0,51,1610000000.0,1610.0,30880000000.0,30.88,-60.05235981634647,0.052359816346466914,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.05235981634647,358
23000000000.0,23.0,52,2330000000.0,2330.0,29440000000.0,29.44,-60.07456738065697,0.07456738065697266,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.07456738065697,743
23000000000.0,23.0,53,1850000000.0,1850.0,30400000000.0,30.4,-60.179670489923396,0.17967048992339585,True,True,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.17968540691214,"481,495"
23000000000.0,23.0,54,2270000000.0,2270.0,29560000000.0,29.56,-60.23531182092178,0.2353118209217797,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.23531182092178,711
23000000000.0,23.0,55,1620000000.0,1620.0,30860000000.0,30.86,-60.35095678386001,0.3509567838600134,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.35095678386001,"358,366"
23000000000.0,23.0,56,1760000000.0,1760.0,30580000000.0,30.58,-60.352910853731395,0.3529108537313945,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.352910853731395,443
23000000000.0,23.0,57,1890000000.0,1890.0,30320000000.0,30.32,-60.53427736782636,0.5342773678263626,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.534277367826355,"502,509"
23000000000.0,23.0,58,1950000000.0,1950.0,30200000000.0,30.2,-60.57034309591341,0.5703430959134081,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.57034309591341,"531,539"
23000000000.0,23.0,59,1930000000.0,1930.0,30240000000.0,30.24,-60.59062262078096,0.5906226207809624,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.59062262078096,"523,531"
23000000000.0,23.0,60,2050000000.0,2050.0,30000000000.0,30.0,-60.667978405790386,0.6679784057903859,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.667978405790386,"586,593"
23000000000.0,23.0,61,1500000000.0,1500.0,31100000000.0,31.1,-60.814002772974014,0.814002772974014,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.814002772974014,"296,304"
23000000000.0,23.0,62,1510000000.0,1510.0,31080000000.0,31.08,-60.86042921150957,0.8604292115095689,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.86042921150957,"304,312"
23000000000.0,23.0,63,1790000000.0,1790.0,30520000000.0,30.52,-60.922899483474076,0.922899483474076,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.922899483474076,459
23000000000.0,23.0,64,1720000000.0,1720.0,30660000000.0,30.66,-60.9382265395614,0.9382265395613985,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.938226539561406,"418,427"
23000000000.0,23.0,65,1670000000.0,1670.0,30760000000.0,30.76,-60.94332408318769,0.9433240831876901,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.94332408318768,391
23000000000.0,23.0,66,2110000000.0,2110.0,29880000000.0,29.88,-60.993359372552504,0.9933593725525043,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.993359372552504,"614,623"
23000000000.0,23.0,67,1630000000.0,1630.0,30840000000.0,30.84,-60.99566120051604,0.9956612005160395,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-60.99566120051604,"366,374"
23000000000.0,23.0,68,1860000000.0,1860.0,30380000000.0,30.38,-61.044166719165304,1.044166719165304,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-61.044166719165304,"481,495"
23000000000.0,23.0,69,2100000000.0,2100.0,29900000000.0,29.9,-61.134749407636484,1.134749407636484,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-61.134749407636484,"607,614"
23000000000.0,23.0,70,1730000000.0,1730.0,30640000000.0,30.64,-61.15455341868207,1.1545534186820703,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-61.15455341868207,427
23000000000.0,23.0,71,1940000000.0,1940.0,30220000000.0,30.22,-61.1635151162009,1.163515116200898,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-61.163515116200905,531
23000000000.0,23.0,72,2030000000.0,2030.0,30040000000.0,30.04,-61.276591911238526,1.2765919112385262,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-61.276591911238526,579
23000000000.0,23.0,73,1710000000.0,1710.0,30680000000.0,30.68,-61.32406914941781,1.3240691494178094,False,False,False,0,ignore,translated_residual | spur | 2*LO - 2*IF,translated_residual | spur | 2*LO - 2*IF,translated_residual,translated_residual -> if2_filter -> mixer2_translate -> rf_filter,mixer1,spur,2*LO - 2*IF,2,2,-1,-61.3240691494178,"409,418"
